user_id,product_id,product_type,action,timestamp
4,4,stationery,view,2026-04-05T21:10:28.528458+00:00
4,7,stationery,add_to_cart,2026-04-06T06:32:28.528458+00:00
4,1,stationery,view,2026-04-06T07:39:28.528458+00:00
4,3,electronic,click,2026-04-06T16:41:28.528458+00:00
4,1,stationery,add_to_cart,2026-04-07T07:19:28.528458+00:00
4,4,clothe,click,2026-04-07T14:35:28.528458+00:00
4,1,stationery,add_to_cart,2026-04-08T09:18:28.528458+00:00
4,12,electronic,click,2026-04-08T16:41:28.528458+00:00
4,6,stationery,add_to_cart,2026-04-09T15:35:28.528458+00:00
4,9,stationery,view,2026-04-10T05:55:28.528458+00:00
4,7,stationery,view,2026-04-11T04:19:28.528458+00:00
4,10,stationery,click,2026-04-11T17:54:28.528458+00:00
4,5,electronic,view,2026-04-12T08:44:28.528458+00:00
4,8,stationery,view,2026-04-13T06:57:28.528458+00:00
5,2,stationery,view,2026-03-28T21:04:28.528458+00:00
5,3,stationery,view,2026-03-29T05:34:28.528458+00:00
5,8,stationery,view,2026-03-30T03:10:28.528458+00:00
5,8,stationery,view,2026-03-30T08:51:28.528458+00:00
5,2,stationery,click,2026-03-30T17:02:28.528458+00:00
5,9,sport,click,2026-03-31T11:17:28.528458+00:00
5,4,clothe,view,2026-04-01T02:59:28.528458+00:00
5,2,stationery,add_to_cart,2026-04-01T18:38:28.528458+00:00
5,9,sport,view,2026-04-02T13:06:28.528458+00:00
5,4,clothe,view,2026-04-02T21:59:28.528458+00:00
5,9,stationery,view,2026-04-03T06:16:28.528458+00:00
5,4,stationery,view,2026-04-03T18:13:28.528458+00:00
5,3,stationery,view,2026-04-03T23:58:28.528458+00:00
5,2,stationery,click,2026-04-04T14:01:28.528458+00:00
5,5,stationery,add_to_cart,2026-04-04T15:55:28.528458+00:00
5,8,electronic,view,2026-04-05T04:14:28.528458+00:00
5,7,sport,click,2026-04-06T04:48:28.528458+00:00
5,4,sport,click,2026-04-06T14:15:28.528458+00:00
5,5,stationery,add_to_cart,2026-04-07T04:01:28.528458+00:00
5,3,stationery,add_to_cart,2026-04-07T22:02:28.528458+00:00
6,3,cosmetic,view,2026-03-27T01:41:28.528458+00:00
6,1,cosmetic,view,2026-03-27T15:57:28.528458+00:00
6,8,jewelry,view,2026-03-28T10:00:28.528458+00:00
6,4,furniture,click,2026-03-29T07:02:28.528458+00:00
6,4,jewelry,view,2026-03-29T08:41:28.528458+00:00
6,2,cosmetic,view,2026-03-29T16:10:28.528458+00:00
6,3,cosmetic,click,2026-03-30T16:55:28.528458+00:00
6,5,cosmetic,view,2026-03-30T18:54:28.528458+00:00
6,7,cosmetic,view,2026-03-31T18:06:28.528458+00:00
6,11,cosmetic,view,2026-04-01T17:55:28.528458+00:00
6,2,cosmetic,click,2026-04-02T13:45:28.528458+00:00
6,2,cosmetic,click,2026-04-03T07:26:28.528458+00:00
6,8,cosmetic,view,2026-04-03T20:06:28.528458+00:00
6,6,clothe,view,2026-04-04T02:52:28.528458+00:00
6,10,cosmetic,click,2026-04-04T21:41:28.528458+00:00
6,2,cosmetic,click,2026-04-05T09:35:28.528458+00:00
6,5,cosmetic,add_to_cart,2026-04-05T18:23:28.528458+00:00
6,7,cosmetic,view,2026-04-06T11:17:28.528458+00:00
6,1,cosmetic,click,2026-04-06T22:34:28.528458+00:00
6,5,clothe,view,2026-04-07T05:39:28.528458+00:00
7,8,food,view,2026-03-25T15:39:28.528458+00:00
7,5,food,click,2026-03-26T04:09:28.528458+00:00
7,4,food,click,2026-03-26T16:53:28.528458+00:00
7,8,food,view,2026-03-27T00:13:28.528458+00:00
7,4,food,view,2026-03-27T08:00:28.528458+00:00
7,9,food,click,2026-03-27T12:53:28.528458+00:00
7,8,food,click,2026-03-28T12:27:28.528458+00:00
7,8,food,click,2026-03-29T11:35:28.528458+00:00
7,2,food,add_to_cart,2026-03-30T06:53:28.528458+00:00
7,8,food,add_to_cart,2026-03-30T16:48:28.528458+00:00
7,7,food,view,2026-03-31T12:28:28.528458+00:00
7,4,food,add_to_cart,2026-03-31T15:43:28.528458+00:00
7,10,food,view,2026-04-01T11:57:28.528458+00:00
7,7,sport,view,2026-04-02T03:16:28.528458+00:00
7,3,clothe,click,2026-04-02T05:55:28.528458+00:00
7,7,clothe,view,2026-04-02T13:11:28.528458+00:00
7,8,food,click,2026-04-02T19:11:28.528458+00:00
7,8,food,view,2026-04-03T03:29:28.528458+00:00
7,8,sport,view,2026-04-03T12:28:28.528458+00:00
7,10,food,click,2026-04-03T19:55:28.528458+00:00
8,2,clothe,view,2026-03-22T22:59:28.528458+00:00
8,10,appliance,add_to_cart,2026-03-23T14:06:28.528458+00:00
8,6,clothe,add_to_cart,2026-03-24T07:40:28.528458+00:00
8,2,clothe,click,2026-03-25T08:00:28.528458+00:00
8,2,clothe,add_to_cart,2026-03-26T03:37:28.528458+00:00
8,5,jewelry,view,2026-03-26T10:07:28.528458+00:00
8,6,clothe,view,2026-03-27T05:34:28.528458+00:00
8,2,clothe,view,2026-03-27T19:55:28.528458+00:00
8,2,clothe,view,2026-03-28T19:26:28.528458+00:00
8,7,clothe,click,2026-03-28T21:55:28.528458+00:00
8,2,clothe,add_to_cart,2026-03-29T11:50:28.528458+00:00
8,6,clothe,click,2026-03-30T03:16:28.528458+00:00
8,7,clothe,add_to_cart,2026-03-31T00:44:28.528458+00:00
8,4,appliance,view,2026-03-31T06:43:28.528458+00:00
8,4,clothe,view,2026-04-01T04:21:28.528458+00:00
8,3,appliance,view,2026-04-01T05:56:28.528458+00:00
8,2,clothe,view,2026-04-01T10:37:28.528458+00:00
8,8,appliance,add_to_cart,2026-04-01T21:09:28.528458+00:00
8,7,appliance,click,2026-04-02T13:24:28.528458+00:00
8,2,clothe,add_to_cart,2026-04-03T07:11:28.528458+00:00
9,3,clothe,view,2026-03-22T23:07:28.528458+00:00
9,6,electronic,view,2026-03-23T04:35:28.528458+00:00
9,6,electronic,click,2026-03-23T18:04:28.528458+00:00
9,4,appliance,click,2026-03-24T02:58:28.528458+00:00
9,1,clothe,click,2026-03-24T19:43:28.528458+00:00
9,7,sport,add_to_cart,2026-03-25T16:52:28.528458+00:00
9,6,electronic,add_to_cart,2026-03-26T04:47:28.528458+00:00
9,2,electronic,view,2026-03-26T19:47:28.528458+00:00
9,4,clothe,click,2026-03-27T00:51:28.528458+00:00
9,6,electronic,add_to_cart,2026-03-27T14:32:28.528458+00:00
9,6,electronic,click,2026-03-28T03:52:28.528458+00:00
9,8,electronic,add_to_cart,2026-03-28T06:31:28.528458+00:00
9,5,electronic,add_to_cart,2026-03-29T06:36:28.528458+00:00
9,6,electronic,click,2026-03-29T11:04:28.528458+00:00
9,5,electronic,view,2026-03-29T13:22:28.528458+00:00
9,5,electronic,click,2026-03-30T09:05:28.528458+00:00
9,2,clothe,view,2026-03-31T06:00:28.528458+00:00
9,8,electronic,add_to_cart,2026-03-31T11:14:28.528458+00:00
9,7,electronic,click,2026-04-01T03:11:28.528458+00:00
9,5,electronic,click,2026-04-01T15:48:28.528458+00:00
10,8,toy,view,2026-03-24T01:57:28.528458+00:00
10,8,toy,view,2026-03-25T00:22:28.528458+00:00
10,8,toy,click,2026-03-25T03:20:28.528458+00:00
10,5,toy,add_to_cart,2026-03-25T11:58:28.528458+00:00
10,4,pet-supply,click,2026-03-26T08:14:28.528458+00:00
10,11,toy,add_to_cart,2026-03-26T13:54:28.528458+00:00
10,1,toy,view,2026-03-27T04:56:28.528458+00:00
10,2,toy,add_to_cart,2026-03-27T16:43:28.528458+00:00
10,8,toy,click,2026-03-28T05:16:28.528458+00:00
10,7,toy,view,2026-03-28T22:07:28.528458+00:00
10,2,toy,view,2026-03-29T01:16:28.528458+00:00
10,4,pet-supply,click,2026-03-30T01:59:28.528458+00:00
10,6,stationery,view,2026-03-30T14:59:28.528458+00:00
10,5,toy,click,2026-03-31T13:15:28.528458+00:00
10,6,toy,view,2026-03-31T21:45:28.528458+00:00
10,9,toy,view,2026-04-01T17:59:28.528458+00:00
10,8,toy,add_to_cart,2026-04-02T04:40:28.528458+00:00
10,7,toy,view,2026-04-02T20:47:28.528458+00:00
10,3,toy,view,2026-04-03T09:29:28.528458+00:00
10,10,book,click,2026-04-03T15:25:28.528458+00:00
11,8,cosmetic,view,2026-04-01T21:15:28.528458+00:00
11,6,cosmetic,click,2026-04-02T18:37:28.528458+00:00
11,2,cosmetic,add_to_cart,2026-04-03T09:42:28.528458+00:00
11,10,cosmetic,add_to_cart,2026-04-03T12:32:28.528458+00:00
11,10,cosmetic,view,2026-04-04T06:45:28.528458+00:00
11,4,cosmetic,view,2026-04-04T12:35:28.528458+00:00
11,5,jewelry,click,2026-04-04T17:43:28.528458+00:00
11,2,cosmetic,add_to_cart,2026-04-04T18:51:28.528458+00:00
11,4,cosmetic,view,2026-04-04T20:02:28.528458+00:00
11,8,cosmetic,click,2026-04-05T20:06:28.528458+00:00
11,9,cosmetic,click,2026-04-06T11:38:28.528458+00:00
11,11,cosmetic,click,2026-04-07T03:19:28.528458+00:00
11,8,book,add_to_cart,2026-04-07T18:02:28.528458+00:00
11,8,cosmetic,view,2026-04-07T21:22:28.528458+00:00
11,8,cosmetic,click,2026-04-08T16:57:28.528458+00:00
11,7,pet-supply,add_to_cart,2026-04-09T10:15:28.528458+00:00
11,2,cosmetic,click,2026-04-09T15:09:28.528458+00:00
11,9,cosmetic,add_to_cart,2026-04-09T22:36:28.528458+00:00
11,8,cosmetic,click,2026-04-10T12:02:28.528458+00:00
11,6,pet-supply,click,2026-04-11T10:18:28.528458+00:00
12,2,electronic,view,2026-04-05T13:08:28.528458+00:00
12,11,furniture,click,2026-04-06T07:43:28.528458+00:00
12,8,furniture,add_to_cart,2026-04-06T22:38:28.528458+00:00
12,5,appliance,click,2026-04-07T10:44:28.528458+00:00
12,2,furniture,click,2026-04-07T15:06:28.528458+00:00
12,6,electronic,view,2026-04-08T00:42:28.528458+00:00
12,2,furniture,add_to_cart,2026-04-08T21:21:28.528458+00:00
12,2,furniture,add_to_cart,2026-04-09T20:38:28.528458+00:00
12,8,furniture,add_to_cart,2026-04-10T08:38:28.528458+00:00
12,2,furniture,view,2026-04-10T14:25:28.528458+00:00
12,2,furniture,click,2026-04-11T03:51:28.528458+00:00
12,8,furniture,add_to_cart,2026-04-11T23:29:28.528458+00:00
12,11,furniture,click,2026-04-12T02:12:28.528458+00:00
12,8,furniture,click,2026-04-12T17:38:28.528458+00:00
12,2,furniture,click,2026-04-12T21:56:28.528458+00:00
12,2,furniture,add_to_cart,2026-04-13T00:10:28.528458+00:00
12,11,furniture,view,2026-04-13T07:59:28.528458+00:00
12,8,furniture,view,2026-04-14T00:46:28.528458+00:00
12,2,furniture,click,2026-04-14T18:21:28.528458+00:00
12,6,electronic,view,2026-04-15T18:23:28.528458+00:00
13,6,cosmetic,view,2026-03-27T16:46:28.528458+00:00
13,6,cosmetic,view,2026-03-28T16:44:28.528458+00:00
13,8,cosmetic,view,2026-03-29T12:09:28.528458+00:00
13,2,cosmetic,click,2026-03-29T20:30:28.528458+00:00
13,2,book,click,2026-03-30T01:03:28.528458+00:00
13,6,cosmetic,click,2026-03-30T22:55:28.528458+00:00
13,2,cosmetic,view,2026-03-31T19:04:28.528458+00:00
13,11,book,view,2026-04-01T16:35:28.528458+00:00
13,6,cosmetic,view,2026-04-02T12:16:28.528458+00:00
13,11,cosmetic,view,2026-04-03T03:20:28.528458+00:00
13,5,cosmetic,click,2026-04-03T15:52:28.528458+00:00
13,8,cosmetic,view,2026-04-04T01:56:28.528458+00:00
13,2,cosmetic,click,2026-04-04T19:20:28.528458+00:00
13,6,cosmetic,add_to_cart,2026-04-05T11:18:28.528458+00:00
13,11,book,view,2026-04-06T07:48:28.528458+00:00
13,8,cosmetic,view,2026-04-06T19:33:28.528458+00:00
13,1,cosmetic,view,2026-04-07T11:01:28.528458+00:00
13,6,cosmetic,view,2026-04-07T21:25:28.528458+00:00
13,6,cosmetic,view,2026-04-08T19:06:28.528458+00:00
13,6,cosmetic,click,2026-04-09T05:22:28.528458+00:00
14,3,pet-supply,view,2026-04-05T10:05:28.528458+00:00
14,6,pet-supply,add_to_cart,2026-04-05T20:40:28.528458+00:00
14,3,pet-supply,click,2026-04-06T21:23:28.528458+00:00
14,11,food,add_to_cart,2026-04-07T14:46:28.528458+00:00
14,10,pet-supply,view,2026-04-08T06:58:28.528458+00:00
14,10,pet-supply,view,2026-04-08T11:30:28.528458+00:00
14,9,jewelry,view,2026-04-08T23:26:28.528458+00:00
14,3,jewelry,click,2026-04-09T04:36:28.528458+00:00
14,10,pet-supply,add_to_cart,2026-04-09T11:22:28.528458+00:00
14,6,pet-supply,click,2026-04-10T03:01:28.528458+00:00
14,8,pet-supply,view,2026-04-10T11:20:28.528458+00:00
14,4,sport,view,2026-04-11T06:48:28.528458+00:00
14,3,pet-supply,click,2026-04-11T20:58:28.528458+00:00
14,10,jewelry,view,2026-04-12T06:01:28.528458+00:00
14,9,pet-supply,add_to_cart,2026-04-13T05:55:28.528458+00:00
14,10,pet-supply,click,2026-04-13T15:23:28.528458+00:00
14,7,food,view,2026-04-14T00:15:28.528458+00:00
14,10,pet-supply,view,2026-04-14T13:47:28.528458+00:00
14,10,pet-supply,view,2026-04-14T15:07:28.528458+00:00
14,3,food,view,2026-04-15T02:05:28.528458+00:00
15,8,sport,view,2026-03-23T12:59:28.528458+00:00
15,11,sport,view,2026-03-23T17:02:28.528458+00:00
15,10,sport,view,2026-03-23T21:55:28.528458+00:00
15,6,clothe,click,2026-03-24T06:40:28.528458+00:00
15,1,sport,click,2026-03-25T02:06:28.528458+00:00
15,9,sport,add_to_cart,2026-03-25T05:39:28.528458+00:00
15,9,sport,view,2026-03-25T19:34:28.528458+00:00
15,6,sport,view,2026-03-25T20:56:28.528458+00:00
15,6,electronic,view,2026-03-26T19:36:28.528458+00:00
15,11,sport,view,2026-03-27T08:10:28.528458+00:00
15,11,sport,view,2026-03-28T07:40:28.528458+00:00
15,2,sport,click,2026-03-28T22:42:28.528458+00:00
15,8,sport,add_to_cart,2026-03-29T10:41:28.528458+00:00
15,1,sport,view,2026-03-29T13:29:28.528458+00:00
15,8,sport,click,2026-03-30T00:46:28.528458+00:00
15,11,sport,add_to_cart,2026-03-30T14:07:28.528458+00:00
15,6,sport,add_to_cart,2026-03-31T07:24:28.528458+00:00
15,12,electronic,view,2026-03-31T22:02:28.528458+00:00
15,9,electronic,view,2026-04-01T02:07:28.528458+00:00
15,11,sport,click,2026-04-01T16:17:28.528458+00:00
16,10,food,click,2026-03-25T22:01:28.528458+00:00
16,2,book,add_to_cart,2026-03-26T11:24:28.528458+00:00
16,3,pet-supply,add_to_cart,2026-03-26T17:18:28.528458+00:00
16,1,pet-supply,view,2026-03-27T02:07:28.528458+00:00
16,1,pet-supply,view,2026-03-27T07:50:28.528458+00:00
16,8,pet-supply,click,2026-03-28T02:58:28.528458+00:00
16,1,pet-supply,view,2026-03-28T06:59:28.528458+00:00
16,8,sport,click,2026-03-29T01:06:28.528458+00:00
16,8,pet-supply,view,2026-03-29T21:24:28.528458+00:00
16,4,pet-supply,view,2026-03-30T00:52:28.528458+00:00
16,2,pet-supply,click,2026-03-30T12:34:28.528458+00:00
16,1,pet-supply,view,2026-03-30T23:28:28.528458+00:00
16,11,pet-supply,view,2026-03-31T12:00:28.528458+00:00
16,3,pet-supply,view,2026-04-01T04:01:28.528458+00:00
16,8,pet-supply,click,2026-04-01T22:09:28.528458+00:00
16,8,pet-supply,click,2026-04-02T21:55:28.528458+00:00
16,8,pet-supply,add_to_cart,2026-04-03T01:03:28.528458+00:00
16,2,jewelry,view,2026-04-03T23:36:28.528458+00:00
16,9,pet-supply,click,2026-04-04T06:25:28.528458+00:00
16,9,cosmetic,add_to_cart,2026-04-04T09:18:28.528458+00:00
17,3,clothe,click,2026-04-04T06:18:28.528458+00:00
17,2,clothe,add_to_cart,2026-04-05T00:35:28.528458+00:00
17,7,clothe,view,2026-04-05T21:45:28.528458+00:00
17,2,clothe,click,2026-04-06T22:42:28.528458+00:00
17,5,clothe,view,2026-04-06T23:47:28.528458+00:00
17,5,clothe,view,2026-04-07T07:36:28.528458+00:00
17,1,clothe,view,2026-04-08T05:10:28.528458+00:00
17,4,clothe,view,2026-04-09T03:35:28.528458+00:00
17,2,clothe,view,2026-04-09T18:05:28.528458+00:00
17,2,clothe,view,2026-04-10T17:25:28.528458+00:00
17,6,appliance,add_to_cart,2026-04-10T23:13:28.528458+00:00
17,3,clothe,view,2026-04-11T03:30:28.528458+00:00
17,2,clothe,view,2026-04-11T17:25:28.528458+00:00
17,2,clothe,click,2026-04-12T13:11:28.528458+00:00
17,4,clothe,add_to_cart,2026-04-13T04:42:28.528458+00:00
17,1,sport,view,2026-04-13T18:14:28.528458+00:00
17,7,clothe,view,2026-04-13T20:32:28.528458+00:00
17,6,clothe,click,2026-04-14T07:06:28.528458+00:00
17,2,clothe,add_to_cart,2026-04-15T07:29:28.528458+00:00
17,6,appliance,view,2026-04-15T10:05:28.528458+00:00
18,5,stationery,view,2026-04-05T09:04:28.528458+00:00
18,6,stationery,view,2026-04-05T20:39:28.528458+00:00
18,4,book,click,2026-04-06T10:11:28.528458+00:00
18,5,stationery,click,2026-04-07T02:44:28.528458+00:00
18,9,stationery,view,2026-04-07T23:04:28.528458+00:00
18,5,stationery,click,2026-04-08T16:57:28.528458+00:00
18,5,stationery,view,2026-04-08T18:20:28.528458+00:00
18,9,stationery,click,2026-04-09T19:15:28.528458+00:00
18,9,stationery,view,2026-04-10T17:05:28.528458+00:00
18,10,appliance,view,2026-04-10T19:42:28.528458+00:00
18,5,stationery,click,2026-04-11T08:51:28.528458+00:00
18,4,food,view,2026-04-12T07:58:28.528458+00:00
18,9,stationery,view,2026-04-13T07:11:28.528458+00:00
18,8,stationery,click,2026-04-14T07:57:28.528458+00:00
18,6,stationery,click,2026-04-15T06:27:28.528458+00:00
18,6,stationery,click,2026-04-16T00:48:28.528458+00:00
18,11,stationery,add_to_cart,2026-04-17T00:04:28.528458+00:00
18,6,stationery,view,2026-04-17T10:18:28.528458+00:00
18,5,electronic,click,2026-04-18T10:03:28.528458+00:00
18,5,stationery,add_to_cart,2026-04-19T10:20:28.528458+00:00
19,3,furniture,view,2026-03-22T23:06:28.528458+00:00
19,11,toy,view,2026-03-23T15:19:28.528458+00:00
19,7,toy,click,2026-03-23T20:25:28.528458+00:00
19,10,toy,view,2026-03-24T13:39:28.528458+00:00
19,9,toy,view,2026-03-25T05:45:28.528458+00:00
19,7,toy,add_to_cart,2026-03-25T12:11:28.528458+00:00
19,8,toy,view,2026-03-25T19:59:28.528458+00:00
19,5,furniture,click,2026-03-25T23:40:28.528458+00:00
19,7,toy,add_to_cart,2026-03-26T02:38:28.528458+00:00
19,3,book,add_to_cart,2026-03-26T05:31:28.528458+00:00
19,7,toy,add_to_cart,2026-03-26T16:27:28.528458+00:00
19,7,toy,view,2026-03-27T03:45:28.528458+00:00
19,9,toy,view,2026-03-27T09:39:28.528458+00:00
19,10,toy,view,2026-03-28T10:08:28.528458+00:00
19,1,toy,click,2026-03-28T20:44:28.528458+00:00
19,7,toy,add_to_cart,2026-03-29T10:36:28.528458+00:00
19,9,toy,click,2026-03-29T16:44:28.528458+00:00
19,1,toy,view,2026-03-30T01:12:28.528458+00:00
19,3,clothe,view,2026-03-31T01:48:28.528458+00:00
19,4,toy,view,2026-03-31T06:17:28.528458+00:00
20,5,toy,view,2026-03-25T20:35:28.528458+00:00
20,3,sport,view,2026-03-26T16:58:28.528458+00:00
20,9,toy,click,2026-03-27T15:50:28.528458+00:00
20,5,toy,add_to_cart,2026-03-27T19:23:28.528458+00:00
20,2,toy,add_to_cart,2026-03-27T23:26:28.528458+00:00
20,9,electronic,view,2026-03-28T17:35:28.528458+00:00
20,8,toy,view,2026-03-29T01:20:28.528458+00:00
20,5,toy,view,2026-03-29T03:49:28.528458+00:00
20,5,toy,view,2026-03-29T19:32:28.528458+00:00
20,12,electronic,view,2026-03-30T05:24:28.528458+00:00
20,7,toy,view,2026-03-30T18:08:28.528458+00:00
20,2,toy,add_to_cart,2026-03-31T10:10:28.528458+00:00
20,7,toy,click,2026-04-01T10:51:28.528458+00:00
20,7,furniture,click,2026-04-02T00:15:28.528458+00:00
20,9,toy,view,2026-04-02T12:22:28.528458+00:00
20,5,toy,view,2026-04-02T21:15:28.528458+00:00
20,9,toy,view,2026-04-03T21:49:28.528458+00:00
20,7,toy,view,2026-04-04T09:58:28.528458+00:00
20,2,toy,view,2026-04-05T08:24:28.528458+00:00
20,1,toy,view,2026-04-05T11:30:28.528458+00:00
21,7,book,view,2026-04-03T06:34:28.528458+00:00
21,13,book,view,2026-04-03T23:52:28.528458+00:00
21,10,appliance,view,2026-04-04T20:41:28.528458+00:00
21,10,appliance,click,2026-04-05T19:14:28.528458+00:00
21,8,appliance,click,2026-04-06T15:10:28.528458+00:00
21,3,book,add_to_cart,2026-04-07T05:45:28.528458+00:00
21,11,appliance,click,2026-04-07T23:05:28.528458+00:00
21,10,appliance,click,2026-04-08T17:35:28.528458+00:00
21,1,appliance,view,2026-04-09T09:33:28.528458+00:00
21,10,appliance,click,2026-04-09T14:57:28.528458+00:00
21,1,appliance,view,2026-04-10T06:51:28.528458+00:00
21,8,appliance,view,2026-04-10T20:34:28.528458+00:00
21,8,appliance,view,2026-04-11T16:20:28.528458+00:00
21,8,appliance,click,2026-04-12T03:39:28.528458+00:00
21,4,book,add_to_cart,2026-04-13T03:46:28.528458+00:00
21,13,book,view,2026-04-13T12:30:28.528458+00:00
21,8,appliance,click,2026-04-13T22:54:28.528458+00:00
21,5,appliance,view,2026-04-14T16:50:28.528458+00:00
21,1,appliance,view,2026-04-15T04:48:28.528458+00:00
21,8,appliance,click,2026-04-15T13:35:28.528458+00:00
22,5,book,view,2026-03-27T23:35:28.528458+00:00
22,8,electronic,click,2026-03-28T21:56:28.528458+00:00
22,12,electronic,add_to_cart,2026-03-29T14:25:28.528458+00:00
22,3,electronic,view,2026-03-30T08:56:28.528458+00:00
22,11,electronic,add_to_cart,2026-03-31T01:58:28.528458+00:00
22,2,book,add_to_cart,2026-04-01T00:01:28.528458+00:00
22,7,book,view,2026-04-01T21:15:28.528458+00:00
22,5,electronic,click,2026-04-02T09:18:28.528458+00:00
22,10,electronic,add_to_cart,2026-04-03T07:49:28.528458+00:00
22,9,electronic,view,2026-04-04T01:35:28.528458+00:00
22,1,electronic,click,2026-04-05T01:18:28.528458+00:00
22,3,electronic,view,2026-04-05T05:51:28.528458+00:00
22,10,electronic,view,2026-04-05T18:08:28.528458+00:00
22,2,book,view,2026-04-06T07:37:28.528458+00:00
22,4,electronic,view,2026-04-06T11:18:28.528458+00:00
22,1,jewelry,view,2026-04-07T00:42:28.528458+00:00
22,5,electronic,click,2026-04-07T04:13:28.528458+00:00
22,11,book,add_to_cart,2026-04-08T00:07:28.528458+00:00
22,1,stationery,view,2026-04-09T00:03:28.528458+00:00
22,5,electronic,click,2026-04-09T10:00:28.528458+00:00
23,4,book,view,2026-03-23T12:13:28.528458+00:00
23,11,stationery,click,2026-03-24T08:06:28.528458+00:00
23,11,jewelry,add_to_cart,2026-03-24T19:30:28.528458+00:00
23,3,jewelry,click,2026-03-25T19:16:28.528458+00:00
23,6,stationery,view,2026-03-26T09:30:28.528458+00:00
23,6,jewelry,click,2026-03-27T06:08:28.528458+00:00
23,1,stationery,add_to_cart,2026-03-27T21:39:28.528458+00:00
23,1,stationery,view,2026-03-28T20:16:28.528458+00:00
